,holiday,workingday,temp,atemp,humidity,windspeed,count,hour,day,month,year,season_1,season_2,season_3,season_4,weather_1,weather_2,weather_3,weather_4
2826,0,1,31.16,36.365,70,16.9979,275,16,2,7,0,0,0,1,0,1,0,0,0
2827,0,1,31.98,37.12,59,15.0013,596,17,2,7,0,0,0,1,0,1,0,0,0
2828,0,1,31.16,35.605,62,12.998,563,18,2,7,0,0,0,1,0,1,0,0,0
2829,0,1,30.34,34.85,70,15.0013,394,19,2,7,0,0,0,1,0,1,0,0,0
2830,0,1,29.52,34.85,74,16.9979,312,20,2,7,0,0,0,1,0,1,0,0,0
2831,0,1,28.7,33.335,79,12.998,241,21,2,7,0,0,0,1,0,1,0,0,0
2832,0,1,28.7,33.335,79,12.998,186,22,2,7,0,0,0,1,0,1,0,0,0
2833,0,1,27.88,31.82,83,15.0013,98,23,2,7,0,0,0,1,0,1,0,0,0
2834,0,1,27.06,29.545,89,8.9981,35,0,3,7,0,0,0,1,0,1,0,0,0
2835,0,1,27.06,29.545,89,12.998,16,1,3,7,0,0,0,1,0,1,0,0,0
2836,0,1,27.06,29.545,89,12.998,8,2,3,7,0,0,0,1,0,1,0,0,0
2837,0,1,26.24,28.03,94,7.0015,4,3,3,7,0,0,0,1,0,1,0,0,0
2838,0,1,26.24,28.79,89,7.0015,4,4,3,7,0,0,0,1,0,1,0,0,0
2839,0,1,26.24,28.79,89,7.0015,32,5,3,7,0,0,0,1,0,1,0,0,0
2840,0,1,26.24,28.79,89,8.9981,118,6,3,7,0,0,0,1,0,0,1,0,0
2841,0,1,27.06,29.545,89,7.0015,292,7,3,7,0,0,0,1,0,0,1,0,0
2842,0,1,28.7,33.335,79,12.998,443,8,3,7,0,0,0,1,0,0,1,0,0
2843,0,1,30.34,34.85,70,11.0014,179,9,3,7,0,0,0,1,0,1,0,0,0
2844,0,1,31.98,37.12,62,0.0,101,10,3,7,0,0,0,1,0,1,0,0,0
2845,0,1,33.62,38.635,52,8.9981,142,11,3,7,0,0,0,1,0,1,0,0,0
2846,0,1,34.44,38.635,41,0.0,171,12,3,7,0,0,0,1,0,1,0,0,0
2847,0,1,35.26,39.395,41,0.0,155,13,3,7,0,0,0,1,0,1,0,0,0
2848,0,1,35.26,39.395,41,16.9979,160,14,3,7,0,0,0,1,0,1,0,0,0
2849,0,1,35.26,39.395,41,16.9979,166,15,3,7,0,0,0,1,0,1,0,0,0
2850,0,1,35.26,38.635,39,15.0013,265,16,3,7,0,0,0,1,0,1,0,0,0
2851,0,1,35.26,37.88,36,16.9979,569,17,3,7,0,0,0,1,0,1,0,0,0
2852,0,1,34.44,37.88,44,19.9995,562,18,3,7,0,0,0,1,0,1,0,0,0
2853,0,1,33.62,38.635,52,19.0012,365,19,3,7,0,0,0,1,0,1,0,0,0
2854,0,1,31.16,35.605,58,23.9994,285,20,3,7,0,0,0,1,0,1,0,0,0
2855,0,1,30.34,34.09,62,11.0014,209,21,3,7,0,0,0,1,0,1,0,0,0
2856,0,1,30.34,34.09,62,11.0014,182,22,3,7,0,0,0,1,0,1,0,0,0
2857,0,1,29.52,34.09,66,0.0,129,23,3,7,0,0,0,1,0,1,0,0,0
2858,0,1,30.34,34.85,66,7.0015,47,0,4,7,0,0,0,1,0,1,0,0,0
2859,0,1,29.52,34.85,79,0.0,34,1,4,7,0,0,0,1,0,1,0,0,0
2860,0,1,28.7,33.335,74,11.0014,22,2,4,7,0,0,0,1,0,0,1,0,0
2861,0,1,27.88,31.82,79,7.0015,6,3,4,7,0,0,0,1,0,1,0,0,0
2862,0,1,28.7,33.335,79,16.9979,11,4,4,7,0,0,0,1,0,1,0,0,0
2863,0,1,27.88,31.82,79,16.9979,27,5,4,7,0,0,0,1,0,1,0,0,0
2864,0,1,28.7,33.335,74,7.0015,102,6,4,7,0,0,0,1,0,1,0,0,0
2865,0,1,28.7,33.335,79,12.998,332,7,4,7,0,0,0,1,0,0,1,0,0
2866,0,1,29.52,34.85,74,16.9979,457,8,4,7,0,0,0,1,0,0,1,0,0
2867,0,1,31.16,36.365,70,19.9995,241,9,4,7,0,0,0,1,0,0,1,0,0
2868,0,1,30.34,34.85,70,23.9994,138,10,4,7,0,0,0,1,0,0,1,0,0
2869,0,1,30.34,35.605,74,16.9979,165,11,4,7,0,0,0,1,0,0,1,0,0
2870,0,1,31.16,36.365,70,19.0012,213,12,4,7,0,0,0,1,0,0,1,0,0
2871,0,1,31.98,37.88,66,19.0012,229,13,4,7,0,0,0,1,0,0,1,0,0
2872,0,1,32.8,39.395,63,23.9994,216,14,4,7,0,0,0,1,0,0,1,0,0
2873,0,1,32.8,39.395,63,23.9994,141,15,4,7,0,0,0,1,0,0,1,0,0
2874,0,1,27.88,31.82,83,30.0026,132,16,4,7,0,0,0,1,0,0,0,1,0
2875,0,1,27.06,29.545,89,30.0026,167,17,4,7,0,0,0,1,0,0,0,1,0
2876,0,1,27.06,30.305,83,6.0032,316,18,4,7,0,0,0,1,0,1,0,0,0
2877,0,1,27.06,30.305,83,6.0032,270,19,4,7,0,0,0,1,0,1,0,0,0
2878,0,1,27.06,30.305,83,11.0014,250,20,4,7,0,0,0,1,0,1,0,0,0
2879,0,1,27.06,30.305,83,16.9979,204,21,4,7,0,0,0,1,0,0,1,0,0
2880,0,1,27.06,30.305,78,12.998,169,22,4,7,0,0,0,1,0,0,1,0,0
2881,0,1,27.06,30.305,78,6.0032,151,23,4,7,0,0,0,1,0,0,1,0,0
2882,0,0,27.06,30.305,83,8.9981,121,0,5,7,0,0,0,1,0,0,1,0,0
2883,0,0,26.24,28.79,89,7.0015,53,1,5,7,0,0,0,1,0,0,1,0,0
2884,0,0,26.24,28.79,89,11.0014,55,2,5,7,0,0,0,1,0,1,0,0,0
2885,0,0,26.24,28.79,89,8.9981,30,3,5,7,0,0,0,1,0,1,0,0,0
2886,0,0,26.24,28.79,83,15.0013,6,4,5,7,0,0,0,1,0,1,0,0,0
2887,0,0,25.42,28.03,88,11.0014,15,5,5,7,0,0,0,1,0,0,1,0,0
2888,0,0,26.24,28.79,83,12.998,38,6,5,7,0,0,0,1,0,0,1,0,0
2889,0,0,27.06,30.305,78,12.998,71,7,5,7,0,0,0,1,0,1,0,0,0
2890,0,0,28.7,32.575,70,16.9979,182,8,5,7,0,0,0,1,0,1,0,0,0
2891,0,0,30.34,34.09,58,19.0012,247,9,5,7,0,0,0,1,0,1,0,0,0
2892,0,0,31.16,34.85,52,11.0014,264,10,5,7,0,0,0,1,0,1,0,0,0
2893,0,0,31.98,34.85,46,19.9995,290,11,5,7,0,0,0,1,0,1,0,0,0
2894,0,0,32.8,36.365,46,16.9979,366,12,5,7,0,0,0,1,0,1,0,0,0
2895,0,0,33.62,37.12,41,15.0013,416,13,5,7,0,0,0,1,0,1,0,0,0
2896,0,0,34.44,37.12,36,8.9981,373,14,5,7,0,0,0,1,0,1,0,0,0
2897,0,0,34.44,36.365,34,6.0032,402,15,5,7,0,0,0,1,0,1,0,0,0
2898,0,0,33.62,36.365,38,0.0,416,16,5,7,0,0,0,1,0,1,0,0,0
2899,0,0,34.44,36.365,32,0.0,401,17,5,7,0,0,0,1,0,1,0,0,0
2900,0,0,33.62,36.365,36,7.0015,378,18,5,7,0,0,0,1,0,1,0,0,0
2901,0,0,31.16,34.85,55,11.0014,306,19,5,7,0,0,0,1,0,1,0,0,0
2902,0,0,31.16,35.605,58,15.0013,314,20,5,7,0,0,0,1,0,1,0,0,0
2903,0,0,30.34,34.09,58,11.0014,238,21,5,7,0,0,0,1,0,1,0,0,0
2904,0,0,29.52,34.09,62,11.0014,214,22,5,7,0,0,0,1,0,1,0,0,0
2905,0,0,29.52,33.335,58,12.998,140,23,5,7,0,0,0,1,0,1,0,0,0
2906,0,0,28.7,32.575,61,11.0014,154,0,6,7,0,0,0,1,0,1,0,0,0
2907,0,0,28.7,32.575,61,8.9981,113,1,6,7,0,0,0,1,0,1,0,0,0
2908,0,0,27.88,31.82,69,6.0032,96,2,6,7,0,0,0,1,0,1,0,0,0
2909,0,0,27.06,31.06,74,6.0032,25,3,6,7,0,0,0,1,0,1,0,0,0
2910,0,0,27.06,31.06,69,6.0032,5,4,6,7,0,0,0,1,0,1,0,0,0
2911,0,0,27.06,31.06,74,0.0,17,5,6,7,0,0,0,1,0,1,0,0,0
2912,0,0,26.24,29.545,78,6.0032,25,6,6,7,0,0,0,1,0,1,0,0,0
2913,0,0,28.7,32.575,70,6.0032,65,7,6,7,0,0,0,1,0,1,0,0,0
2914,0,0,29.52,34.09,66,0.0,92,8,6,7,0,0,0,1,0,1,0,0,0
2915,0,0,30.34,34.85,66,6.0032,169,9,6,7,0,0,0,1,0,1,0,0,0
2916,0,0,31.16,34.85,55,8.9981,268,10,6,7,0,0,0,1,0,1,0,0,0
2917,0,0,31.98,36.365,55,12.998,287,11,6,7,0,0,0,1,0,1,0,0,0
2918,0,0,33.62,37.88,46,19.0012,377,12,6,7,0,0,0,1,0,1,0,0,0
2919,0,0,32.8,36.365,46,19.9995,367,13,6,7,0,0,0,1,0,1,0,0,0
2920,0,0,33.62,37.12,41,22.0028,349,14,6,7,0,0,0,1,0,1,0,0,0
2921,0,0,34.44,37.12,39,19.0012,361,15,6,7,0,0,0,1,0,1,0,0,0
2922,0,0,34.44,37.88,41,19.0012,372,16,6,7,0,0,0,1,0,1,0,0,0
2923,0,0,34.44,37.12,36,15.0013,363,17,6,7,0,0,0,1,0,1,0,0,0
2924,0,0,33.62,37.12,43,19.0012,363,18,6,7,0,0,0,1,0,1,0,0,0
2925,0,0,32.8,37.12,49,22.0028,303,19,6,7,0,0,0,1,0,1,0,0,0
2926,0,0,31.16,34.85,55,12.998,268,20,6,7,0,0,0,1,0,1,0,0,0
2927,0,0,30.34,34.09,62,16.9979,227,21,6,7,0,0,0,1,0,1,0,0,0
2928,0,0,30.34,34.85,66,15.0013,143,22,6,7,0,0,0,1,0,1,0,0,0
2929,0,0,29.52,34.09,66,16.9979,72,23,6,7,0,0,0,1,0,1,0,0,0
2930,0,1,28.7,32.575,65,12.998,35,0,0,7,0,0,0,1,0,1,0,0,0
2931,0,1,28.7,32.575,61,19.0012,10,1,0,7,0,0,0,1,0,1,0,0,0
2932,0,1,28.7,32.575,61,15.0013,12,2,0,7,0,0,0,1,0,1,0,0,0
2933,0,1,27.88,31.82,65,11.0014,10,3,0,7,0,0,0,1,0,1,0,0,0
2934,0,1,27.06,31.06,74,15.0013,4,4,0,7,0,0,0,1,0,1,0,0,0
2935,0,1,27.06,31.06,74,8.9981,26,5,0,7,0,0,0,1,0,1,0,0,0
2936,0,1,27.88,31.82,74,12.998,121,6,0,7,0,0,0,1,0,1,0,0,0
2937,0,1,28.7,33.335,74,16.9979,317,7,0,7,0,0,0,1,0,1,0,0,0
2938,0,1,30.34,34.85,66,19.0012,420,8,0,7,0,0,0,1,0,1,0,0,0
2939,0,1,31.98,37.12,59,19.9995,208,9,0,7,0,0,0,1,0,1,0,0,0
2940,0,1,32.8,37.88,55,23.9994,117,10,0,7,0,0,0,1,0,1,0,0,0
2941,0,1,33.62,39.395,56,19.9995,128,11,0,7,0,0,0,1,0,1,0,0,0
2942,0,1,34.44,40.15,53,19.0012,148,12,0,7,0,0,0,1,0,1,0,0,0
2943,0,1,35.26,40.91,50,16.9979,141,13,0,7,0,0,0,1,0,1,0,0,0
2944,0,1,35.26,41.665,53,19.0012,134,14,0,7,0,0,0,1,0,1,0,0,0
2945,0,1,35.26,42.425,56,27.9993,146,15,0,7,0,0,0,1,0,1,0,0,0
2946,0,1,35.26,42.425,56,26.0027,239,16,0,7,0,0,0,1,0,1,0,0,0
2947,0,1,35.26,42.425,56,27.9993,514,17,0,7,0,0,0,1,0,1,0,0,0
2948,0,1,35.26,41.665,53,26.0027,472,18,0,7,0,0,0,1,0,1,0,0,0
2949,0,1,34.44,41.665,59,22.0028,373,19,0,7,0,0,0,1,0,1,0,0,0
2950,0,1,29.52,34.85,74,27.9993,236,20,0,7,0,0,0,1,0,1,0,0,0
2951,0,1,28.7,33.335,79,27.9993,130,21,0,7,0,0,0,1,0,1,0,0,0
2952,0,1,29.52,34.85,74,8.9981,90,22,0,7,0,0,0,1,0,1,0,0,0
2953,0,1,28.7,33.335,79,8.9981,55,23,0,7,0,0,0,1,0,1,0,0,0
2954,0,1,28.7,33.335,79,8.9981,22,0,1,7,0,0,0,1,0,1,0,0,0
2955,0,1,28.7,33.335,79,6.0032,14,1,1,7,0,0,0,1,0,1,0,0,0
2956,0,1,28.7,33.335,79,7.0015,9,2,1,7,0,0,0,1,0,1,0,0,0
2957,0,1,28.7,33.335,79,0.0,8,3,1,7,0,0,0,1,0,0,1,0,0
2958,0,1,28.7,33.335,79,11.0014,6,4,1,7,0,0,0,1,0,1,0,0,0
2959,0,1,28.7,33.335,79,6.0032,25,5,1,7,0,0,0,1,0,1,0,0,0
2960,0,1,30.34,34.09,58,15.0013,115,6,1,7,0,0,0,1,0,1,0,0,0
2961,0,1,31.16,34.85,55,12.998,330,7,1,7,0,0,0,1,0,1,0,0,0
2962,0,1,31.16,35.605,58,15.0013,417,8,1,7,0,0,0,1,0,1,0,0,0
2963,0,1,31.98,36.365,55,32.9975,176,9,1,7,0,0,0,1,0,1,0,0,0
2964,0,1,33.62,38.635,52,11.0014,123,10,1,7,0,0,0,1,0,1,0,0,0
2965,0,1,33.62,38.635,52,11.0014,125,11,1,7,0,0,0,1,0,1,0,0,0
2966,0,1,35.26,39.395,44,19.9995,163,12,1,7,0,0,0,1,0,1,0,0,0
2967,0,1,35.26,40.15,47,15.0013,136,13,1,7,0,0,0,1,0,1,0,0,0
2968,0,1,36.9,42.425,42,19.9995,124,14,1,7,0,0,0,1,0,1,0,0,0
2969,0,1,36.9,42.425,42,23.9994,148,15,1,7,0,0,0,1,0,1,0,0,0
2970,0,1,35.26,39.395,44,19.0012,202,16,1,7,0,0,0,1,0,1,0,0,0
2971,0,1,36.08,40.91,44,19.0012,428,17,1,7,0,0,0,1,0,1,0,0,0
2972,0,1,35.26,40.15,47,19.9995,511,18,1,7,0,0,0,1,0,1,0,0,0
2973,0,1,34.44,37.88,44,19.0012,337,19,1,7,0,0,0,1,0,1,0,0,0
2974,0,1,33.62,37.12,43,12.998,308,20,1,7,0,0,0,1,0,1,0,0,0
2975,0,1,33.62,37.12,43,7.0015,258,21,1,7,0,0,0,1,0,1,0,0,0
2976,0,1,32.8,36.365,46,8.9981,194,22,1,7,0,0,0,1,0,1,0,0,0
2977,0,1,31.98,35.605,52,0.0,79,23,1,7,0,0,0,1,0,1,0,0,0
2978,0,1,31.16,35.605,62,0.0,46,0,2,7,0,0,0,1,0,1,0,0,0
2979,0,1,31.16,34.85,55,0.0,12,1,2,7,0,0,0,1,0,1,0,0,0
2980,0,1,31.16,34.85,55,0.0,5,2,2,7,0,0,0,1,0,1,0,0,0
2981,0,1,30.34,34.09,58,12.998,4,3,2,7,0,0,0,1,0,1,0,0,0
2982,0,1,30.34,34.09,58,16.9979,5,4,2,7,0,0,0,1,0,1,0,0,0
2983,0,1,30.34,34.09,58,12.998,26,5,2,7,0,0,0,1,0,1,0,0,0
2984,0,1,30.34,34.09,58,11.0014,121,6,2,7,0,0,0,1,0,1,0,0,0
2985,0,1,31.16,34.85,55,16.9979,313,7,2,7,0,0,0,1,0,1,0,0,0
2986,0,1,32.8,37.12,49,16.9979,449,8,2,7,0,0,0,1,0,1,0,0,0
2987,0,1,33.62,37.12,41,12.998,186,9,2,7,0,0,0,1,0,1,0,0,0
2988,0,1,33.62,37.88,46,12.998,113,10,2,7,0,0,0,1,0,1,0,0,0
2989,0,1,34.44,37.12,39,11.0014,165,11,2,7,0,0,0,1,0,1,0,0,0
2990,0,1,34.44,37.88,41,19.0012,174,12,2,7,0,0,0,1,0,1,0,0,0
2991,0,1,33.62,37.88,46,8.9981,158,13,2,7,0,0,0,1,0,0,0,1,0
2992,0,1,33.62,37.88,46,8.9981,116,14,2,7,0,0,0,1,0,0,0,1,0
2993,0,1,26.24,28.03,94,8.9981,46,15,2,7,0,0,0,1,0,0,0,1,0
2994,0,1,27.06,29.545,89,0.0,141,16,2,7,0,0,0,1,0,0,1,0,0
2995,0,1,28.7,33.335,79,0.0,488,17,2,7,0,0,0,1,0,1,0,0,0
2996,0,1,29.52,34.85,79,8.9981,463,18,2,7,0,0,0,1,0,1,0,0,0
2997,0,1,28.7,33.335,79,7.0015,419,19,2,7,0,0,0,1,0,1,0,0,0
2998,0,1,28.7,33.335,84,11.0014,342,20,2,7,0,0,0,1,0,1,0,0,0
2999,0,1,28.7,33.335,79,7.0015,250,21,2,7,0,0,0,1,0,1,0,0,0
3000,0,1,27.88,31.82,83,12.998,184,22,2,7,0,0,0,1,0,1,0,0,0
3001,0,1,27.06,30.305,83,16.9979,116,23,2,7,0,0,0,1,0,1,0,0,0
3002,0,1,27.06,31.06,69,19.9995,46,0,3,7,0,0,0,1,0,1,0,0,0
3003,0,1,27.06,31.06,61,16.9979,25,1,3,7,0,0,0,1,0,1,0,0,0
3004,0,1,26.24,31.06,57,19.9995,10,2,3,7,0,0,0,1,0,1,0,0,0
3005,0,1,25.42,31.06,57,19.9995,6,3,3,7,0,0,0,1,0,1,0,0,0
3006,0,1,25.42,31.06,53,16.9979,6,4,3,7,0,0,0,1,0,1,0,0,0
3007,0,1,24.6,31.06,56,15.0013,28,5,3,7,0,0,0,1,0,1,0,0,0
3008,0,1,24.6,30.305,60,15.0013,130,6,3,7,0,0,0,1,0,1,0,0,0
3009,0,1,25.42,31.06,53,16.9979,334,7,3,7,0,0,0,1,0,1,0,0,0
3010,0,1,26.24,31.06,50,23.9994,486,8,3,7,0,0,0,1,0,1,0,0,0
3011,0,1,27.88,31.82,47,19.0012,224,9,3,7,0,0,0,1,0,1,0,0,0
3012,0,1,28.7,31.82,42,16.9979,127,10,3,7,0,0,0,1,0,1,0,0,0
3013,0,1,29.52,32.575,37,15.0013,148,11,3,7,0,0,0,1,0,1,0,0,0
3014,0,1,30.34,32.575,35,16.9979,223,12,3,7,0,0,0,1,0,1,0,0,0
3015,0,1,31.16,33.335,33,22.0028,177,13,3,7,0,0,0,1,0,1,0,0,0
3016,0,1,30.34,32.575,35,19.0012,178,14,3,7,0,0,0,1,0,1,0,0,0
3017,0,1,31.16,33.335,33,19.9995,180,15,3,7,0,0,0,1,0,1,0,0,0
3018,0,1,31.16,33.335,33,8.9981,274,16,3,7,0,0,0,1,0,1,0,0,0
3019,0,1,30.34,32.575,37,8.9981,595,17,3,7,0,0,0,1,0,1,0,0,0
3020,0,1,29.52,32.575,42,12.998,578,18,3,7,0,0,0,1,0,1,0,0,0
3021,0,1,29.52,32.575,39,15.0013,400,19,3,7,0,0,0,1,0,1,0,0,0
3022,0,1,28.7,31.82,42,15.0013,348,20,3,7,0,0,0,1,0,1,0,0,0
3023,0,1,27.06,31.06,50,8.9981,261,21,3,7,0,0,0,1,0,1,0,0,0
3024,0,1,26.24,31.06,57,6.0032,176,22,3,7,0,0,0,1,0,1,0,0,0
3025,0,1,26.24,30.305,65,16.9979,124,23,3,7,0,0,0,1,0,1,0,0,0
3026,0,1,25.42,29.545,73,15.0013,80,0,4,7,0,0,0,1,0,1,0,0,0
3027,0,1,25.42,29.545,73,12.998,20,1,4,7,0,0,0,1,0,1,0,0,0
3028,0,1,24.6,28.79,78,11.0014,38,2,4,7,0,0,0,1,0,1,0,0,0
3029,0,1,24.6,29.545,73,12.998,7,3,4,7,0,0,0,1,0,1,0,0,0
3030,0,1,24.6,29.545,73,11.0014,10,4,4,7,0,0,0,1,0,1,0,0,0
3031,0,1,24.6,29.545,73,8.9981,23,5,4,7,0,0,0,1,0,1,0,0,0
3032,0,1,24.6,29.545,73,7.0015,120,6,4,7,0,0,0,1,0,0,1,0,0
3033,0,1,26.24,30.305,65,7.0015,274,7,4,7,0,0,0,1,0,1,0,0,0
3034,0,1,26.24,30.305,65,16.9979,564,8,4,7,0,0,0,1,0,1,0,0,0
3035,0,1,27.88,31.82,54,12.998,207,9,4,7,0,0,0,1,0,1,0,0,0
3036,0,1,27.06,31.06,61,11.0014,166,10,4,7,0,0,0,1,0,0,1,0,0
3037,0,1,28.7,32.575,54,8.9981,210,11,4,7,0,0,0,1,0,1,0,0,0
3038,0,1,28.7,32.575,48,12.998,238,12,4,7,0,0,0,1,0,1,0,0,0
3039,0,1,28.7,32.575,54,12.998,247,13,4,7,0,0,0,1,0,1,0,0,0
3040,0,1,28.7,32.575,51,12.998,265,14,4,7,0,0,0,1,0,1,0,0,0
3041,0,1,29.52,32.575,45,11.0014,237,15,4,7,0,0,0,1,0,1,0,0,0
3042,0,1,29.52,33.335,51,12.998,361,16,4,7,0,0,0,1,0,1,0,0,0
3043,0,1,30.34,33.335,42,16.9979,587,17,4,7,0,0,0,1,0,1,0,0,0
3044,0,1,29.52,32.575,45,15.0013,496,18,4,7,0,0,0,1,0,1,0,0,0
3045,0,1,28.7,31.82,45,15.0013,394,19,4,7,0,0,0,1,0,1,0,0,0
3046,0,1,28.7,32.575,51,15.0013,343,20,4,7,0,0,0,1,0,1,0,0,0
3047,0,1,27.06,31.06,54,7.0015,261,21,4,7,0,0,0,1,0,1,0,0,0
3048,0,1,27.06,31.06,57,15.0013,223,22,4,7,0,0,0,1,0,1,0,0,0
3049,0,1,26.24,31.06,61,11.0014,167,23,4,7,0,0,0,1,0,1,0,0,0
3050,0,0,25.42,30.305,65,12.998,110,0,5,7,0,0,0,1,0,1,0,0,0
3051,0,0,24.6,29.545,69,7.0015,75,1,5,7,0,0,0,1,0,1,0,0,0
3052,0,0,24.6,29.545,73,8.9981,58,2,5,7,0,0,0,1,0,1,0,0,0
3053,0,0,24.6,28.79,78,8.9981,26,3,5,7,0,0,0,1,0,1,0,0,0
3054,0,0,24.6,29.545,73,6.0032,16,4,5,7,0,0,0,1,0,1,0,0,0
3055,0,0,23.78,27.275,78,6.0032,10,5,5,7,0,0,0,1,0,1,0,0,0
3056,0,0,24.6,28.79,78,11.0014,37,6,5,7,0,0,0,1,0,1,0,0,0
3057,0,0,25.42,29.545,73,8.9981,52,7,5,7,0,0,0,1,0,1,0,0,0
3058,0,0,27.06,31.06,65,11.0014,127,8,5,7,0,0,0,1,0,1,0,0,0
3059,0,0,28.7,32.575,54,15.0013,222,9,5,7,0,0,0,1,0,1,0,0,0
3060,0,0,29.52,33.335,54,12.998,322,10,5,7,0,0,0,1,0,1,0,0,0
3061,0,0,30.34,33.335,48,15.0013,396,11,5,7,0,0,0,1,0,1,0,0,0
3062,0,0,31.16,34.09,43,19.0012,463,12,5,7,0,0,0,1,0,1,0,0,0
3063,0,0,31.16,34.09,45,19.9995,497,13,5,7,0,0,0,1,0,1,0,0,0
3064,0,0,30.34,33.335,45,19.9995,433,14,5,7,0,0,0,1,0,1,0,0,0
3065,0,0,31.16,34.09,45,22.0028,428,15,5,7,0,0,0,1,0,1,0,0,0
3066,0,0,31.16,34.09,45,19.0012,425,16,5,7,0,0,0,1,0,1,0,0,0
3067,0,0,31.16,34.09,45,15.0013,475,17,5,7,0,0,0,1,0,1,0,0,0
3068,0,0,31.16,34.09,45,19.0012,428,18,5,7,0,0,0,1,0,1,0,0,0
3069,0,0,30.34,34.09,48,12.998,406,19,5,7,0,0,0,1,0,1,0,0,0
3070,0,0,29.52,33.335,51,15.0013,296,20,5,7,0,0,0,1,0,1,0,0,0
3071,0,0,28.7,32.575,58,15.0013,252,21,5,7,0,0,0,1,0,1,0,0,0
3072,0,0,28.7,32.575,65,19.0012,201,22,5,7,0,0,0,1,0,1,0,0,0
3073,0,0,27.88,31.82,61,15.0013,168,23,5,7,0,0,0,1,0,1,0,0,0
3074,0,0,27.06,31.06,65,15.0013,125,0,6,7,0,0,0,1,0,1,0,0,0
3075,0,0,26.24,30.305,69,12.998,102,1,6,7,0,0,0,1,0,1,0,0,0
3076,0,0,26.24,30.305,69,15.0013,94,2,6,7,0,0,0,1,0,1,0,0,0
3077,0,0,26.24,30.305,69,15.0013,47,3,6,7,0,0,0,1,0,1,0,0,0
3078,0,0,25.42,29.545,73,11.0014,10,4,6,7,0,0,0,1,0,1,0,0,0
3079,0,0,26.24,30.305,69,15.0013,12,5,6,7,0,0,0,1,0,1,0,0,0
3080,0,0,25.42,29.545,73,11.0014,21,6,6,7,0,0,0,1,0,1,0,0,0
3081,0,0,26.24,30.305,73,11.0014,50,7,6,7,0,0,0,1,0,1,0,0,0
3082,0,0,27.88,31.82,65,15.0013,118,8,6,7,0,0,0,1,0,1,0,0,0
3083,0,0,29.52,33.335,58,15.0013,184,9,6,7,0,0,0,1,0,1,0,0,0
3084,0,0,30.34,34.09,60,15.0013,304,10,6,7,0,0,0,1,0,1,0,0,0
3085,0,0,31.16,34.85,55,19.0012,391,11,6,7,0,0,0,1,0,1,0,0,0
3086,0,0,31.16,34.85,55,19.0012,420,12,6,7,0,0,0,1,0,1,0,0,0
3087,0,0,32.8,37.12,49,19.9995,472,13,6,7,0,0,0,1,0,1,0,0,0
3088,0,0,32.8,37.12,49,23.9994,430,14,6,7,0,0,0,1,0,1,0,0,0
3089,0,0,33.62,37.12,43,19.9995,324,15,6,7,0,0,0,1,0,1,0,0,0
3090,0,0,32.8,36.365,46,19.9995,317,16,6,7,0,0,0,1,0,1,0,0,0
3091,0,0,32.8,37.12,49,26.0027,369,17,6,7,0,0,0,1,0,1,0,0,0
3092,0,0,32.8,36.365,46,19.9995,390,18,6,7,0,0,0,1,0,1,0,0,0
3093,0,0,31.16,34.85,55,19.0012,379,19,6,7,0,0,0,1,0,1,0,0,0
3094,0,0,31.16,35.605,58,16.9979,262,20,6,7,0,0,0,1,0,1,0,0,0
3095,0,0,30.34,34.09,62,15.0013,207,21,6,7,0,0,0,1,0,1,0,0,0
3096,0,0,29.52,34.09,66,15.0013,181,22,6,7,0,0,0,1,0,1,0,0,0
3097,0,0,28.7,33.335,74,8.9981,93,23,6,7,0,0,0,1,0,1,0,0,0
3098,0,1,28.7,33.335,74,8.9981,51,0,0,7,0,0,0,1,0,1,0,0,0
3099,0,1,28.7,33.335,74,15.0013,25,1,0,7,0,0,0,1,0,1,0,0,0
3100,0,1,27.06,30.305,83,15.0013,10,2,0,7,0,0,0,1,0,1,0,0,0
3101,0,1,27.06,30.305,78,12.998,7,3,0,7,0,0,0,1,0,1,0,0,0
3102,0,1,26.24,29.545,78,11.0014,4,4,0,7,0,0,0,1,0,1,0,0,0
3103,0,1,26.24,29.545,78,7.0015,17,5,0,7,0,0,0,1,0,1,0,0,0
3104,0,1,26.24,28.79,83,7.0015,105,6,0,7,0,0,0,1,0,1,0,0,0
3105,0,1,27.88,31.82,74,15.0013,277,7,0,7,0,0,0,1,0,1,0,0,0
3106,0,1,28.7,32.575,70,12.998,347,8,0,7,0,0,0,1,0,1,0,0,0
3107,0,1,30.34,34.85,67,15.0013,203,9,0,7,0,0,0,1,0,1,0,0,0
3108,0,1,31.16,35.605,62,12.998,130,10,0,7,0,0,0,1,0,1,0,0,0
3109,0,1,32.8,37.88,55,6.0032,141,11,0,7,0,0,0,1,0,1,0,0,0
3110,0,1,32.8,38.635,59,12.998,165,12,0,7,0,0,0,1,0,1,0,0,0
3111,0,1,33.62,39.395,56,16.9979,152,13,0,7,0,0,0,1,0,1,0,0,0
3112,0,1,33.62,39.395,56,22.0028,138,14,0,7,0,0,0,1,0,1,0,0,0
3113,0,1,34.44,40.15,53,22.0028,164,15,0,7,0,0,0,1,0,1,0,0,0
3114,0,1,34.44,40.15,53,19.0012,265,16,0,7,0,0,0,1,0,1,0,0,0
3115,0,1,34.44,39.395,49,22.0028,545,17,0,7,0,0,0,1,0,1,0,0,0
3116,0,1,33.62,38.635,49,23.9994,558,18,0,7,0,0,0,1,0,1,0,0,0
